period,respondent,respondent-name,type,type-name,value,value-units
2023-06-17T06,CISO,California Independent System Operator,D,Demand,29624,megawatthours
2023-06-17T07,CISO,California Independent System Operator,D,Demand,28014,megawatthours
2023-06-17T08,CISO,California Independent System Operator,D,Demand,26311,megawatthours
2023-06-17T09,CISO,California Independent System Operator,D,Demand,24908,megawatthours
2023-06-17T10,CISO,California Independent System Operator,D,Demand,23678,megawatthours
2023-06-17T11,CISO,California Independent System Operator,D,Demand,22864,megawatthours
2023-06-17T12,CISO,California Independent System Operator,D,Demand,22187,megawatthours
2023-06-17T13,CISO,California Independent System Operator,D,Demand,22005,megawatthours
2023-06-17T14,CISO,California Independent System Operator,D,Demand,22051,megawatthours
2023-06-17T15,CISO,California Independent System Operator,D,Demand,22086,megawatthours
2023-06-17T16,CISO,California Independent System Operator,D,Demand,22296,megawatthours
2023-06-17T17,CISO,California Independent System Operator,D,Demand,22871,megawatthours
2023-06-17T18,CISO,California Independent System Operator,D,Demand,22523,megawatthours
2023-06-17T19,CISO,California Independent System Operator,D,Demand,22351,megawatthours
2023-06-17T20,CISO,California Independent System Operator,D,Demand,21493,megawatthours
2023-06-17T21,CISO,California Independent System Operator,D,Demand,21689,megawatthours
2023-06-17T22,CISO,California Independent System Operator,D,Demand,21986,megawatthours
2023-06-17T23,CISO,California Independent System Operator,D,Demand,22863,megawatthours
2023-06-18T00,CISO,California Independent System Operator,D,Demand,24016,megawatthours
2023-06-18T01,CISO,California Independent System Operator,D,Demand,25361,megawatthours
2023-06-18T02,CISO,California Independent System Operator,D,Demand,27067,megawatthours
2023-06-18T03,CISO,California Independent System Operator,D,Demand,28668,megawatthours
2023-06-18T04,CISO,California Independent System Operator,D,Demand,29560,megawatthours
2023-06-18T05,CISO,California Independent System Operator,D,Demand,29615,megawatthours
2023-06-18T06,CISO,California Independent System Operator,D,Demand,28905,megawatthours
2023-06-18T07,CISO,California Independent System Operator,D,Demand,27276,megawatthours
2023-06-18T08,CISO,California Independent System Operator,D,Demand,25687,megawatthours
2023-06-18T09,CISO,California Independent System Operator,D,Demand,24410,megawatthours
2023-06-18T10,CISO,California Independent System Operator,D,Demand,23256,megawatthours
2023-06-18T11,CISO,California Independent System Operator,D,Demand,22371,megawatthours
2023-06-18T12,CISO,California Independent System Operator,D,Demand,21712,megawatthours
2023-06-18T13,CISO,California Independent System Operator,D,Demand,21282,megawatthours
2023-06-18T14,CISO,California Independent System Operator,D,Demand,21145,megawatthours
2023-06-18T15,CISO,California Independent System Operator,D,Demand,20778,megawatthours
2023-06-18T16,CISO,California Independent System Operator,D,Demand,21261,megawatthours
2023-06-18T17,CISO,California Independent System Operator,D,Demand,21589,megawatthours
2023-06-18T18,CISO,California Independent System Operator,D,Demand,21360,megawatthours
2023-06-18T19,CISO,California Independent System Operator,D,Demand,21185,megawatthours
2023-06-18T20,CISO,California Independent System Operator,D,Demand,20852,megawatthours
2023-06-18T21,CISO,California Independent System Operator,D,Demand,20110,megawatthours
2023-06-18T22,CISO,California Independent System Operator,D,Demand,19754,megawatthours
2023-06-18T23,CISO,California Independent System Operator,D,Demand,19992,megawatthours
2023-06-19T00,CISO,California Independent System Operator,D,Demand,20679,megawatthours
2023-06-19T01,CISO,California Independent System Operator,D,Demand,21802,megawatthours
2023-06-19T02,CISO,California Independent System Operator,D,Demand,23659,megawatthours
2023-06-19T03,CISO,California Independent System Operator,D,Demand,25332,megawatthours
2023-06-19T04,CISO,California Independent System Operator,D,Demand,26545,megawatthours
2023-06-19T05,CISO,California Independent System Operator,D,Demand,26862,megawatthours
2023-06-19T06,CISO,California Independent System Operator,D,Demand,26638,megawatthours
2023-06-19T07,CISO,California Independent System Operator,D,Demand,25309,megawatthours
2023-06-19T08,CISO,California Independent System Operator,D,Demand,23726,megawatthours
2023-06-19T09,CISO,California Independent System Operator,D,Demand,22886,megawatthours
2023-06-19T10,CISO,California Independent System Operator,D,Demand,22122,megawatthours
2023-06-19T11,CISO,California Independent System Operator,D,Demand,21321,megawatthours
2023-06-19T12,CISO,California Independent System Operator,D,Demand,21068,megawatthours
2023-06-19T13,CISO,California Independent System Operator,D,Demand,21339,megawatthours
2023-06-19T14,CISO,California Independent System Operator,D,Demand,22052,megawatthours
2023-06-19T15,CISO,California Independent System Operator,D,Demand,22818,megawatthours
2023-06-19T16,CISO,California Independent System Operator,D,Demand,23654,megawatthours
2023-06-19T17,CISO,California Independent System Operator,D,Demand,24174,megawatthours
2023-06-19T18,CISO,California Independent System Operator,D,Demand,23687,megawatthours
2023-06-19T19,CISO,California Independent System Operator,D,Demand,23283,megawatthours
2023-06-19T20,CISO,California Independent System Operator,D,Demand,22189,megawatthours
2023-06-19T21,CISO,California Independent System Operator,D,Demand,21343,megawatthours
2023-06-19T22,CISO,California Independent System Operator,D,Demand,21165,megawatthours
2023-06-19T23,CISO,California Independent System Operator,D,Demand,21127,megawatthours
2023-06-20T00,CISO,California Independent System Operator,D,Demand,21493,megawatthours
2023-06-20T01,CISO,California Independent System Operator,D,Demand,22997,megawatthours
2023-06-20T02,CISO,California Independent System Operator,D,Demand,24601,megawatthours
2023-06-20T03,CISO,California Independent System Operator,D,Demand,26352,megawatthours
2023-06-20T04,CISO,California Independent System Operator,D,Demand,27293,megawatthours
2023-06-20T05,CISO,California Independent System Operator,D,Demand,28130,megawatthours
2023-06-20T06,CISO,California Independent System Operator,D,Demand,27821,megawatthours
2023-06-20T07,CISO,California Independent System Operator,D,Demand,26220,megawatthours
2023-06-20T08,CISO,California Independent System Operator,D,Demand,24600,megawatthours
2023-06-20T09,CISO,California Independent System Operator,D,Demand,23563,megawatthours
2023-06-20T10,CISO,California Independent System Operator,D,Demand,22556,megawatthours
2023-06-20T11,CISO,California Independent System Operator,D,Demand,22094,megawatthours
2023-06-20T12,CISO,California Independent System Operator,D,Demand,21825,megawatthours
2023-06-20T13,CISO,California Independent System Operator,D,Demand,21728,megawatthours
2023-06-20T14,CISO,California Independent System Operator,D,Demand,22548,megawatthours
2023-06-20T15,CISO,California Independent System Operator,D,Demand,23179,megawatthours
2023-06-20T16,CISO,California Independent System Operator,D,Demand,23449,megawatthours
2023-06-20T17,CISO,California Independent System Operator,D,Demand,23091,megawatthours
2023-06-20T18,CISO,California Independent System Operator,D,Demand,22771,megawatthours
2023-06-20T19,CISO,California Independent System Operator,D,Demand,22145,megawatthours
2023-06-20T20,CISO,California Independent System Operator,D,Demand,21531,megawatthours
2023-06-20T21,CISO,California Independent System Operator,D,Demand,21586,megawatthours
2023-06-20T22,CISO,California Independent System Operator,D,Demand,21634,megawatthours
2023-06-20T23,CISO,California Independent System Operator,D,Demand,22015,megawatthours
2023-06-21T00,CISO,California Independent System Operator,D,Demand,22602,megawatthours
2023-06-21T01,CISO,California Independent System Operator,D,Demand,23563,megawatthours
2023-06-21T02,CISO,California Independent System Operator,D,Demand,25063,megawatthours
2023-06-21T03,CISO,California Independent System Operator,D,Demand,26748,megawatthours
2023-06-21T04,CISO,California Independent System Operator,D,Demand,27789,megawatthours
2023-06-21T05,CISO,California Independent System Operator,D,Demand,28397,megawatthours
2023-06-21T06,CISO,California Independent System Operator,D,Demand,28111,megawatthours
2023-06-21T07,CISO,California Independent System Operator,D,Demand,26379,megawatthours
2023-06-21T08,CISO,California Independent System Operator,D,Demand,24547,megawatthours
2023-06-21T09,CISO,California Independent System Operator,D,Demand,23434,megawatthours
2023-06-21T10,CISO,California Independent System Operator,D,Demand,22397,megawatthours
2023-06-21T11,CISO,California Independent System Operator,D,Demand,21781,megawatthours
2023-06-21T12,CISO,California Independent System Operator,D,Demand,21381,megawatthours
2023-06-21T13,CISO,California Independent System Operator,D,Demand,21729,megawatthours
2023-06-21T14,CISO,California Independent System Operator,D,Demand,22510,megawatthours
2023-06-21T15,CISO,California Independent System Operator,D,Demand,23347,megawatthours
2023-06-21T16,CISO,California Independent System Operator,D,Demand,23931,megawatthours
2023-06-21T17,CISO,California Independent System Operator,D,Demand,23892,megawatthours
2023-06-21T18,CISO,California Independent System Operator,D,Demand,23166,megawatthours
2023-06-21T19,CISO,California Independent System Operator,D,Demand,22610,megawatthours
2023-06-21T20,CISO,California Independent System Operator,D,Demand,22171,megawatthours
2023-06-21T21,CISO,California Independent System Operator,D,Demand,22276,megawatthours
2023-06-21T22,CISO,California Independent System Operator,D,Demand,22091,megawatthours
2023-06-21T23,CISO,California Independent System Operator,D,Demand,22196,megawatthours
2023-06-22T00,CISO,California Independent System Operator,D,Demand,22883,megawatthours
2023-06-22T01,CISO,California Independent System Operator,D,Demand,24058,megawatthours
2023-06-22T02,CISO,California Independent System Operator,D,Demand,25753,megawatthours
2023-06-22T03,CISO,California Independent System Operator,D,Demand,27586,megawatthours
2023-06-22T04,CISO,California Independent System Operator,D,Demand,28426,megawatthours
2023-06-22T05,CISO,California Independent System Operator,D,Demand,28778,megawatthours
2023-06-22T06,CISO,California Independent System Operator,D,Demand,28359,megawatthours
2023-06-22T07,CISO,California Independent System Operator,D,Demand,26677,megawatthours
2023-06-22T08,CISO,California Independent System Operator,D,Demand,24953,megawatthours
2023-06-22T09,CISO,California Independent System Operator,D,Demand,23830,megawatthours
2023-06-22T10,CISO,California Independent System Operator,D,Demand,22829,megawatthours
2023-06-22T11,CISO,California Independent System Operator,D,Demand,22058,megawatthours
2023-06-22T12,CISO,California Independent System Operator,D,Demand,21742,megawatthours
2023-06-22T13,CISO,California Independent System Operator,D,Demand,21913,megawatthours
2023-06-22T14,CISO,California Independent System Operator,D,Demand,22601,megawatthours
2023-06-22T15,CISO,California Independent System Operator,D,Demand,23494,megawatthours
2023-06-22T16,CISO,California Independent System Operator,D,Demand,23860,megawatthours
2023-06-22T17,CISO,California Independent System Operator,D,Demand,24333,megawatthours
2023-06-22T18,CISO,California Independent System Operator,D,Demand,24548,megawatthours
2023-06-22T19,CISO,California Independent System Operator,D,Demand,23811,megawatthours
2023-06-22T20,CISO,California Independent System Operator,D,Demand,22861,megawatthours
2023-06-22T21,CISO,California Independent System Operator,D,Demand,22329,megawatthours
2023-06-22T22,CISO,California Independent System Operator,D,Demand,22190,megawatthours
2023-06-22T23,CISO,California Independent System Operator,D,Demand,21957,megawatthours
2023-06-23T00,CISO,California Independent System Operator,D,Demand,22426,megawatthours
2023-06-23T01,CISO,California Independent System Operator,D,Demand,23696,megawatthours
2023-06-23T02,CISO,California Independent System Operator,D,Demand,24817,megawatthours
2023-06-23T03,CISO,California Independent System Operator,D,Demand,25879,megawatthours
2023-06-23T04,CISO,California Independent System Operator,D,Demand,26761,megawatthours
2023-06-23T05,CISO,California Independent System Operator,D,Demand,27705,megawatthours
2023-06-23T06,CISO,California Independent System Operator,D,Demand,27402,megawatthours
2023-06-23T07,CISO,California Independent System Operator,D,Demand,26086,megawatthours
2023-06-23T08,CISO,California Independent System Operator,D,Demand,24424,megawatthours
2023-06-23T09,CISO,California Independent System Operator,D,Demand,23545,megawatthours
2023-06-23T10,CISO,California Independent System Operator,D,Demand,22809,megawatthours
2023-06-23T11,CISO,California Independent System Operator,D,Demand,22558,megawatthours
2023-06-23T12,CISO,California Independent System Operator,D,Demand,21696,megawatthours
2023-06-23T13,CISO,California Independent System Operator,D,Demand,21739,megawatthours
2023-06-23T14,CISO,California Independent System Operator,D,Demand,22414,megawatthours
2023-06-23T15,CISO,California Independent System Operator,D,Demand,22972,megawatthours
2023-06-23T16,CISO,California Independent System Operator,D,Demand,23236,megawatthours
2023-06-23T17,CISO,California Independent System Operator,D,Demand,23756,megawatthours
2023-06-23T18,CISO,California Independent System Operator,D,Demand,23352,megawatthours
2023-06-23T19,CISO,California Independent System Operator,D,Demand,23050,megawatthours
2023-06-23T20,CISO,California Independent System Operator,D,Demand,22211,megawatthours
2023-06-23T21,CISO,California Independent System Operator,D,Demand,21041,megawatthours
2023-06-23T22,CISO,California Independent System Operator,D,Demand,20704,megawatthours
2023-06-23T23,CISO,California Independent System Operator,D,Demand,20530,megawatthours
2023-06-24T00,CISO,California Independent System Operator,D,Demand,21472,megawatthours
2023-06-24T01,CISO,California Independent System Operator,D,Demand,22895,megawatthours
2023-06-24T02,CISO,California Independent System Operator,D,Demand,24507,megawatthours
2023-06-24T03,CISO,California Independent System Operator,D,Demand,25864,megawatthours
2023-06-24T04,CISO,California Independent System Operator,D,Demand,26746,megawatthours
2023-06-24T05,CISO,California Independent System Operator,D,Demand,27336,megawatthours
2023-06-24T06,CISO,California Independent System Operator,D,Demand,27122,megawatthours
2023-06-24T07,CISO,California Independent System Operator,D,Demand,25854,megawatthours
2023-06-24T08,CISO,California Independent System Operator,D,Demand,24414,megawatthours
2023-06-24T09,CISO,California Independent System Operator,D,Demand,23400,megawatthours
2023-06-24T10,CISO,California Independent System Operator,D,Demand,22352,megawatthours
2023-06-24T11,CISO,California Independent System Operator,D,Demand,21647,megawatthours
2023-06-24T12,CISO,California Independent System Operator,D,Demand,21157,megawatthours
2023-06-24T13,CISO,California Independent System Operator,D,Demand,20960,megawatthours
2023-06-24T14,CISO,California Independent System Operator,D,Demand,21059,megawatthours
2023-06-24T15,CISO,California Independent System Operator,D,Demand,20845,megawatthours
2023-06-24T16,CISO,California Independent System Operator,D,Demand,21121,megawatthours
2023-06-24T17,CISO,California Independent System Operator,D,Demand,21892,megawatthours
2023-06-24T18,CISO,California Independent System Operator,D,Demand,21170,megawatthours
2023-06-24T19,CISO,California Independent System Operator,D,Demand,20513,megawatthours
2023-06-24T20,CISO,California Independent System Operator,D,Demand,19629,megawatthours
2023-06-24T21,CISO,California Independent System Operator,D,Demand,19063,megawatthours
2023-06-24T22,CISO,California Independent System Operator,D,Demand,18648,megawatthours
2023-06-24T23,CISO,California Independent System Operator,D,Demand,18675,megawatthours
2023-06-25T00,CISO,California Independent System Operator,D,Demand,19195,megawatthours
2023-06-25T01,CISO,California Independent System Operator,D,Demand,20736,megawatthours
2023-06-25T02,CISO,California Independent System Operator,D,Demand,22648,megawatthours
2023-06-25T03,CISO,California Independent System Operator,D,Demand,24633,megawatthours
2023-06-25T04,CISO,California Independent System Operator,D,Demand,25953,megawatthours
2023-06-25T05,CISO,California Independent System Operator,D,Demand,26479,megawatthours
2023-06-25T06,CISO,California Independent System Operator,D,Demand,26347,megawatthours
2023-06-25T07,CISO,California Independent System Operator,D,Demand,25229,megawatthours
2023-06-25T08,CISO,California Independent System Operator,D,Demand,23892,megawatthours
2023-06-25T09,CISO,California Independent System Operator,D,Demand,22894,megawatthours
2023-06-25T10,CISO,California Independent System Operator,D,Demand,21789,megawatthours
2023-06-25T11,CISO,California Independent System Operator,D,Demand,20932,megawatthours
2023-06-25T12,CISO,California Independent System Operator,D,Demand,20454,megawatthours
2023-06-25T13,CISO,California Independent System Operator,D,Demand,20229,megawatthours
2023-06-25T14,CISO,California Independent System Operator,D,Demand,20174,megawatthours
2023-06-25T15,CISO,California Independent System Operator,D,Demand,19779,megawatthours
2023-06-25T16,CISO,California Independent System Operator,D,Demand,19526,megawatthours
2023-06-25T17,CISO,California Independent System Operator,D,Demand,20127,megawatthours
2023-06-25T18,CISO,California Independent System Operator,D,Demand,19706,megawatthours
2023-06-25T19,CISO,California Independent System Operator,D,Demand,18933,megawatthours
2023-06-25T20,CISO,California Independent System Operator,D,Demand,18217,megawatthours
2023-06-25T21,CISO,California Independent System Operator,D,Demand,17753,megawatthours
2023-06-25T22,CISO,California Independent System Operator,D,Demand,17453,megawatthours
2023-06-25T23,CISO,California Independent System Operator,D,Demand,17741,megawatthours
2023-06-26T00,CISO,California Independent System Operator,D,Demand,18710,megawatthours
2023-06-26T01,CISO,California Independent System Operator,D,Demand,20540,megawatthours
2023-06-26T02,CISO,California Independent System Operator,D,Demand,22614,megawatthours
2023-06-26T03,CISO,California Independent System Operator,D,Demand,24938,megawatthours
2023-06-26T04,CISO,California Independent System Operator,D,Demand,26137,megawatthours
2023-06-26T05,CISO,California Independent System Operator,D,Demand,26658,megawatthours
2023-06-26T06,CISO,California Independent System Operator,D,Demand,26402,megawatthours
2023-06-26T07,CISO,California Independent System Operator,D,Demand,25112,megawatthours
2023-06-26T08,CISO,California Independent System Operator,D,Demand,23438,megawatthours
2023-06-26T09,CISO,California Independent System Operator,D,Demand,22839,megawatthours
2023-06-26T10,CISO,California Independent System Operator,D,Demand,21956,megawatthours
2023-06-26T11,CISO,California Independent System Operator,D,Demand,21324,megawatthours
2023-06-26T12,CISO,California Independent System Operator,D,Demand,20929,megawatthours
2023-06-26T13,CISO,California Independent System Operator,D,Demand,21187,megawatthours
2023-06-26T14,CISO,California Independent System Operator,D,Demand,21919,megawatthours
2023-06-26T15,CISO,California Independent System Operator,D,Demand,22942,megawatthours
2023-06-26T16,CISO,California Independent System Operator,D,Demand,23488,megawatthours
2023-06-26T17,CISO,California Independent System Operator,D,Demand,23513,megawatthours
2023-06-26T18,CISO,California Independent System Operator,D,Demand,23176,megawatthours
2023-06-26T19,CISO,California Independent System Operator,D,Demand,22294,megawatthours
2023-06-26T20,CISO,California Independent System Operator,D,Demand,22134,megawatthours
2023-06-26T21,CISO,California Independent System Operator,D,Demand,22202,megawatthours
2023-06-26T22,CISO,California Independent System Operator,D,Demand,22528,megawatthours
2023-06-26T23,CISO,California Independent System Operator,D,Demand,22957,megawatthours
2023-06-27T00,CISO,California Independent System Operator,D,Demand,23959,megawatthours
2023-06-27T01,CISO,California Independent System Operator,D,Demand,25285,megawatthours
2023-06-27T02,CISO,California Independent System Operator,D,Demand,26394,megawatthours
2023-06-27T03,CISO,California Independent System Operator,D,Demand,27680,megawatthours
2023-06-27T04,CISO,California Independent System Operator,D,Demand,28483,megawatthours
2023-06-27T05,CISO,California Independent System Operator,D,Demand,28727,megawatthours
2023-06-27T06,CISO,California Independent System Operator,D,Demand,28141,megawatthours
2023-06-27T07,CISO,California Independent System Operator,D,Demand,26605,megawatthours
2023-06-27T08,CISO,California Independent System Operator,D,Demand,25016,megawatthours
2023-06-27T09,CISO,California Independent System Operator,D,Demand,24064,megawatthours
2023-06-27T10,CISO,California Independent System Operator,D,Demand,23035,megawatthours
2023-06-27T11,CISO,California Independent System Operator,D,Demand,22121,megawatthours
2023-06-27T12,CISO,California Independent System Operator,D,Demand,21823,megawatthours
2023-06-27T13,CISO,California Independent System Operator,D,Demand,21998,megawatthours
2023-06-27T14,CISO,California Independent System Operator,D,Demand,22717,megawatthours
2023-06-27T15,CISO,California Independent System Operator,D,Demand,23547,megawatthours
2023-06-27T16,CISO,California Independent System Operator,D,Demand,23900,megawatthours
2023-06-27T17,CISO,California Independent System Operator,D,Demand,24266,megawatthours
2023-06-27T18,CISO,California Independent System Operator,D,Demand,23992,megawatthours
2023-06-27T19,CISO,California Independent System Operator,D,Demand,23374,megawatthours
2023-06-27T20,CISO,California Independent System Operator,D,Demand,23049,megawatthours
2023-06-27T21,CISO,California Independent System Operator,D,Demand,22590,megawatthours
2023-06-27T22,CISO,California Independent System Operator,D,Demand,22741,megawatthours
2023-06-27T23,CISO,California Independent System Operator,D,Demand,23197,megawatthours
2023-06-28T00,CISO,California Independent System Operator,D,Demand,24369,megawatthours
2023-06-28T01,CISO,California Independent System Operator,D,Demand,25804,megawatthours
2023-06-28T02,CISO,California Independent System Operator,D,Demand,27260,megawatthours
2023-06-28T03,CISO,California Independent System Operator,D,Demand,28655,megawatthours
2023-06-28T04,CISO,California Independent System Operator,D,Demand,29558,megawatthours
2023-06-28T05,CISO,California Independent System Operator,D,Demand,29851,megawatthours
2023-06-28T06,CISO,California Independent System Operator,D,Demand,29311,megawatthours
2023-06-28T07,CISO,California Independent System Operator,D,Demand,27643,megawatthours
2023-06-28T08,CISO,California Independent System Operator,D,Demand,25683,megawatthours
2023-06-28T09,CISO,California Independent System Operator,D,Demand,24416,megawatthours
2023-06-28T10,CISO,California Independent System Operator,D,Demand,23230,megawatthours
2023-06-28T11,CISO,California Independent System Operator,D,Demand,22434,megawatthours
2023-06-28T12,CISO,California Independent System Operator,D,Demand,21954,megawatthours
2023-06-28T13,CISO,California Independent System Operator,D,Demand,22172,megawatthours
2023-06-28T14,CISO,California Independent System Operator,D,Demand,22982,megawatthours
2023-06-28T15,CISO,California Independent System Operator,D,Demand,23835,megawatthours
2023-06-28T16,CISO,California Independent System Operator,D,Demand,24606,megawatthours
2023-06-28T17,CISO,California Independent System Operator,D,Demand,25543,megawatthours
2023-06-28T18,CISO,California Independent System Operator,D,Demand,25411,megawatthours
2023-06-28T19,CISO,California Independent System Operator,D,Demand,24449,megawatthours
2023-06-28T20,CISO,California Independent System Operator,D,Demand,23624,megawatthours
2023-06-28T21,CISO,California Independent System Operator,D,Demand,23617,megawatthours
2023-06-28T22,CISO,California Independent System Operator,D,Demand,23460,megawatthours
2023-06-28T23,CISO,California Independent System Operator,D,Demand,23505,megawatthours
2023-06-29T00,CISO,California Independent System Operator,D,Demand,24660,megawatthours
2023-06-29T01,CISO,California Independent System Operator,D,Demand,25986,megawatthours
2023-06-29T02,CISO,California Independent System Operator,D,Demand,27395,megawatthours
2023-06-29T03,CISO,California Independent System Operator,D,Demand,29035,megawatthours
2023-06-29T04,CISO,California Independent System Operator,D,Demand,29969,megawatthours
2023-06-29T05,CISO,California Independent System Operator,D,Demand,30239,megawatthours
2023-06-29T06,CISO,California Independent System Operator,D,Demand,29560,megawatthours
2023-06-29T07,CISO,California Independent System Operator,D,Demand,27753,megawatthours
2023-06-29T08,CISO,California Independent System Operator,D,Demand,25873,megawatthours
2023-06-29T09,CISO,California Independent System Operator,D,Demand,24772,megawatthours
2023-06-29T10,CISO,California Independent System Operator,D,Demand,23987,megawatthours
2023-06-29T11,CISO,California Independent System Operator,D,Demand,23391,megawatthours
2023-06-29T12,CISO,California Independent System Operator,D,Demand,22700,megawatthours
2023-06-29T13,CISO,California Independent System Operator,D,Demand,22636,megawatthours
2023-06-29T14,CISO,California Independent System Operator,D,Demand,23318,megawatthours
2023-06-29T15,CISO,California Independent System Operator,D,Demand,24004,megawatthours
2023-06-29T16,CISO,California Independent System Operator,D,Demand,24691,megawatthours
2023-06-29T17,CISO,California Independent System Operator,D,Demand,25605,megawatthours
2023-06-29T18,CISO,California Independent System Operator,D,Demand,25399,megawatthours
2023-06-29T19,CISO,California Independent System Operator,D,Demand,24584,megawatthours
2023-06-29T20,CISO,California Independent System Operator,D,Demand,23697,megawatthours
2023-06-29T21,CISO,California Independent System Operator,D,Demand,23895,megawatthours
2023-06-29T22,CISO,California Independent System Operator,D,Demand,24652,megawatthours
2023-06-29T23,CISO,California Independent System Operator,D,Demand,26066,megawatthours
2023-06-30T00,CISO,California Independent System Operator,D,Demand,27331,megawatthours
2023-06-30T01,CISO,California Independent System Operator,D,Demand,29154,megawatthours
2023-06-30T02,CISO,California Independent System Operator,D,Demand,31109,megawatthours
2023-06-30T03,CISO,California Independent System Operator,D,Demand,32415,megawatthours
2023-06-30T04,CISO,California Independent System Operator,D,Demand,32848,megawatthours
2023-06-30T05,CISO,California Independent System Operator,D,Demand,32567,megawatthours
2023-06-30T06,CISO,California Independent System Operator,D,Demand,31873,megawatthours
2023-06-30T07,CISO,California Independent System Operator,D,Demand,29830,megawatthours
2023-06-30T08,CISO,California Independent System Operator,D,Demand,27519,megawatthours
2023-06-30T09,CISO,California Independent System Operator,D,Demand,25955,megawatthours
2023-06-30T10,CISO,California Independent System Operator,D,Demand,25079,megawatthours
2023-06-30T11,CISO,California Independent System Operator,D,Demand,24294,megawatthours
2023-06-30T12,CISO,California Independent System Operator,D,Demand,24018,megawatthours
2023-06-30T13,CISO,California Independent System Operator,D,Demand,23194,megawatthours
2023-06-30T14,CISO,California Independent System Operator,D,Demand,23713,megawatthours
2023-06-30T15,CISO,California Independent System Operator,D,Demand,24584,megawatthours
2023-06-30T16,CISO,California Independent System Operator,D,Demand,25876,megawatthours
2023-06-30T17,CISO,California Independent System Operator,D,Demand,27254,megawatthours
2023-06-30T18,CISO,California Independent System Operator,D,Demand,27121,megawatthours
2023-06-30T19,CISO,California Independent System Operator,D,Demand,26616,megawatthours
2023-06-30T20,CISO,California Independent System Operator,D,Demand,26451,megawatthours
2023-06-30T21,CISO,California Independent System Operator,D,Demand,27425,megawatthours
2023-06-30T22,CISO,California Independent System Operator,D,Demand,28217,megawatthours
2023-06-30T23,CISO,California Independent System Operator,D,Demand,29613,megawatthours
2023-07-01T00,CISO,California Independent System Operator,D,Demand,31720,megawatthours
2023-07-01T01,CISO,California Independent System Operator,D,Demand,33235,megawatthours
2023-07-01T02,CISO,California Independent System Operator,D,Demand,34678,megawatthours
2023-07-01T03,CISO,California Independent System Operator,D,Demand,35566,megawatthours
2023-07-01T04,CISO,California Independent System Operator,D,Demand,35469,megawatthours
2023-07-01T05,CISO,California Independent System Operator,D,Demand,34786,megawatthours
2023-07-01T06,CISO,California Independent System Operator,D,Demand,33835,megawatthours
2023-07-01T07,CISO,California Independent System Operator,D,Demand,31558,megawatthours
2023-07-01T08,CISO,California Independent System Operator,D,Demand,29283,megawatthours
2023-07-01T09,CISO,California Independent System Operator,D,Demand,27481,megawatthours
2023-07-01T10,CISO,California Independent System Operator,D,Demand,26158,megawatthours
2023-07-01T11,CISO,California Independent System Operator,D,Demand,24875,megawatthours
2023-07-01T12,CISO,California Independent System Operator,D,Demand,23908,megawatthours
2023-07-01T13,CISO,California Independent System Operator,D,Demand,23135,megawatthours
2023-07-01T14,CISO,California Independent System Operator,D,Demand,23082,megawatthours
2023-07-01T15,CISO,California Independent System Operator,D,Demand,23156,megawatthours
2023-07-01T16,CISO,California Independent System Operator,D,Demand,24224,megawatthours
2023-07-01T17,CISO,California Independent System Operator,D,Demand,25268,megawatthours
2023-07-01T18,CISO,California Independent System Operator,D,Demand,25464,megawatthours
2023-07-01T19,CISO,California Independent System Operator,D,Demand,25488,megawatthours
2023-07-01T20,CISO,California Independent System Operator,D,Demand,25743,megawatthours
2023-07-01T21,CISO,California Independent System Operator,D,Demand,26270,megawatthours
2023-07-01T22,CISO,California Independent System Operator,D,Demand,27727,megawatthours
2023-07-01T23,CISO,California Independent System Operator,D,Demand,29267,megawatthours
2023-07-02T00,CISO,California Independent System Operator,D,Demand,31375,megawatthours
2023-07-02T01,CISO,California Independent System Operator,D,Demand,32898,megawatthours
2023-07-02T02,CISO,California Independent System Operator,D,Demand,34665,megawatthours
2023-07-02T03,CISO,California Independent System Operator,D,Demand,35936,megawatthours
2023-07-02T04,CISO,California Independent System Operator,D,Demand,35914,megawatthours
2023-07-02T05,CISO,California Independent System Operator,D,Demand,35018,megawatthours
2023-07-02T06,CISO,California Independent System Operator,D,Demand,33790,megawatthours
2023-07-02T07,CISO,California Independent System Operator,D,Demand,31673,megawatthours
2023-07-02T08,CISO,California Independent System Operator,D,Demand,29287,megawatthours
2023-07-02T09,CISO,California Independent System Operator,D,Demand,27537,megawatthours
2023-07-02T10,CISO,California Independent System Operator,D,Demand,25890,megawatthours
2023-07-02T11,CISO,California Independent System Operator,D,Demand,24682,megawatthours
2023-07-02T12,CISO,California Independent System Operator,D,Demand,23552,megawatthours
2023-07-02T13,CISO,California Independent System Operator,D,Demand,23031,megawatthours
2023-07-02T14,CISO,California Independent System Operator,D,Demand,22731,megawatthours
2023-07-02T15,CISO,California Independent System Operator,D,Demand,22537,megawatthours
2023-07-02T16,CISO,California Independent System Operator,D,Demand,23739,megawatthours
2023-07-02T17,CISO,California Independent System Operator,D,Demand,24887,megawatthours
2023-07-02T18,CISO,California Independent System Operator,D,Demand,24811,megawatthours
2023-07-02T19,CISO,California Independent System Operator,D,Demand,24549,megawatthours
2023-07-02T20,CISO,California Independent System Operator,D,Demand,24998,megawatthours
2023-07-02T21,CISO,California Independent System Operator,D,Demand,25718,megawatthours
2023-07-02T22,CISO,California Independent System Operator,D,Demand,27064,megawatthours
