datetime,respondent,respondent-name,type-name,demand_mwh
2023-02-24 21:00:00,CISO,California Independent System Operator,Demand,27446.0
2023-02-24 22:00:00,CISO,California Independent System Operator,Demand,27233.0
2023-02-24 23:00:00,CISO,California Independent System Operator,Demand,26710.0
2023-02-25 00:00:00,CISO,California Independent System Operator,Demand,26051.0
2023-02-25 01:00:00,CISO,California Independent System Operator,Demand,26197.0
2023-02-25 02:00:00,CISO,California Independent System Operator,Demand,26484.0
2023-02-25 03:00:00,CISO,California Independent System Operator,Demand,27594.0
2023-02-25 04:00:00,CISO,California Independent System Operator,Demand,28362.0
2023-02-25 05:00:00,CISO,California Independent System Operator,Demand,27997.0
2023-02-25 06:00:00,CISO,California Independent System Operator,Demand,27361.0
2023-02-25 07:00:00,CISO,California Independent System Operator,Demand,26380.0
2023-02-25 08:00:00,CISO,California Independent System Operator,Demand,25072.0
2023-02-25 09:00:00,CISO,California Independent System Operator,Demand,23776.0
2023-02-25 10:00:00,CISO,California Independent System Operator,Demand,22748.0
2023-02-25 11:00:00,CISO,California Independent System Operator,Demand,22227.0
2023-02-25 12:00:00,CISO,California Independent System Operator,Demand,21824.0
2023-02-25 13:00:00,CISO,California Independent System Operator,Demand,21465.0
2023-02-25 14:00:00,CISO,California Independent System Operator,Demand,21471.0
2023-02-25 15:00:00,CISO,California Independent System Operator,Demand,22015.0
2023-02-25 16:00:00,CISO,California Independent System Operator,Demand,22871.0
2023-02-25 17:00:00,CISO,California Independent System Operator,Demand,23951.0
2023-02-25 18:00:00,CISO,California Independent System Operator,Demand,25095.0
2023-02-25 19:00:00,CISO,California Independent System Operator,Demand,26047.0
2023-02-25 20:00:00,CISO,California Independent System Operator,Demand,26254.0
2023-02-25 21:00:00,CISO,California Independent System Operator,Demand,25350.0
2023-02-25 22:00:00,CISO,California Independent System Operator,Demand,24614.0
2023-02-25 23:00:00,CISO,California Independent System Operator,Demand,23950.0
2023-02-26 00:00:00,CISO,California Independent System Operator,Demand,24195.0
2023-02-26 01:00:00,CISO,California Independent System Operator,Demand,24003.0
2023-02-26 02:00:00,CISO,California Independent System Operator,Demand,24041.0
2023-02-26 03:00:00,CISO,California Independent System Operator,Demand,25777.0
2023-02-26 04:00:00,CISO,California Independent System Operator,Demand,27036.0
2023-02-26 05:00:00,CISO,California Independent System Operator,Demand,26837.0
2023-02-26 06:00:00,CISO,California Independent System Operator,Demand,26369.0
2023-02-26 07:00:00,CISO,California Independent System Operator,Demand,25735.0
2023-02-26 08:00:00,CISO,California Independent System Operator,Demand,24515.0
2023-02-26 09:00:00,CISO,California Independent System Operator,Demand,23334.0
2023-02-26 10:00:00,CISO,California Independent System Operator,Demand,22824.0
2023-02-26 11:00:00,CISO,California Independent System Operator,Demand,22039.0
2023-02-26 12:00:00,CISO,California Independent System Operator,Demand,21457.0
2023-02-26 13:00:00,CISO,California Independent System Operator,Demand,21291.0
2023-02-26 14:00:00,CISO,California Independent System Operator,Demand,21241.0
2023-02-26 15:00:00,CISO,California Independent System Operator,Demand,21528.0
2023-02-26 16:00:00,CISO,California Independent System Operator,Demand,21905.0
2023-02-26 17:00:00,CISO,California Independent System Operator,Demand,22580.0
2023-02-26 18:00:00,CISO,California Independent System Operator,Demand,22027.0
2023-02-26 19:00:00,CISO,California Independent System Operator,Demand,21234.0
2023-02-26 20:00:00,CISO,California Independent System Operator,Demand,20944.0
2023-02-26 21:00:00,CISO,California Independent System Operator,Demand,20696.0
2023-02-26 22:00:00,CISO,California Independent System Operator,Demand,20777.0
2023-02-26 23:00:00,CISO,California Independent System Operator,Demand,21087.0
2023-02-27 00:00:00,CISO,California Independent System Operator,Demand,21844.0
2023-02-27 01:00:00,CISO,California Independent System Operator,Demand,22606.0
2023-02-27 02:00:00,CISO,California Independent System Operator,Demand,23899.0
2023-02-27 03:00:00,CISO,California Independent System Operator,Demand,25542.0
2023-02-27 04:00:00,CISO,California Independent System Operator,Demand,27051.0
2023-02-27 05:00:00,CISO,California Independent System Operator,Demand,26822.0
2023-02-27 06:00:00,CISO,California Independent System Operator,Demand,26263.0
2023-02-27 07:00:00,CISO,California Independent System Operator,Demand,25646.0
2023-02-27 08:00:00,CISO,California Independent System Operator,Demand,24238.0
2023-02-27 09:00:00,CISO,California Independent System Operator,Demand,22789.0
2023-02-27 10:00:00,CISO,California Independent System Operator,Demand,22169.0
2023-02-27 11:00:00,CISO,California Independent System Operator,Demand,21818.0
2023-02-27 12:00:00,CISO,California Independent System Operator,Demand,21463.0
2023-02-27 13:00:00,CISO,California Independent System Operator,Demand,21348.0
2023-02-27 14:00:00,CISO,California Independent System Operator,Demand,21889.0
2023-02-27 15:00:00,CISO,California Independent System Operator,Demand,23298.0
2023-02-27 16:00:00,CISO,California Independent System Operator,Demand,25437.0
2023-02-27 17:00:00,CISO,California Independent System Operator,Demand,26760.0
2023-02-27 18:00:00,CISO,California Independent System Operator,Demand,27110.0
2023-02-27 19:00:00,CISO,California Independent System Operator,Demand,26579.0
2023-02-27 20:00:00,CISO,California Independent System Operator,Demand,26834.0
2023-02-27 21:00:00,CISO,California Independent System Operator,Demand,27151.0
2023-02-27 22:00:00,CISO,California Independent System Operator,Demand,26554.0
2023-02-27 23:00:00,CISO,California Independent System Operator,Demand,25777.0
2023-02-28 00:00:00,CISO,California Independent System Operator,Demand,25111.0
2023-02-28 01:00:00,CISO,California Independent System Operator,Demand,24982.0
2023-02-28 02:00:00,CISO,California Independent System Operator,Demand,25842.0
2023-02-28 03:00:00,CISO,California Independent System Operator,Demand,27720.0
2023-02-28 04:00:00,CISO,California Independent System Operator,Demand,29114.0
2023-02-28 05:00:00,CISO,California Independent System Operator,Demand,28746.0
2023-02-28 06:00:00,CISO,California Independent System Operator,Demand,28093.0
2023-02-28 07:00:00,CISO,California Independent System Operator,Demand,26978.0
2023-02-28 08:00:00,CISO,California Independent System Operator,Demand,25370.0
2023-02-28 09:00:00,CISO,California Independent System Operator,Demand,23825.0
2023-02-28 10:00:00,CISO,California Independent System Operator,Demand,23078.0
2023-02-28 11:00:00,CISO,California Independent System Operator,Demand,22313.0
2023-02-28 12:00:00,CISO,California Independent System Operator,Demand,21777.0
2023-02-28 13:00:00,CISO,California Independent System Operator,Demand,21761.0
2023-02-28 14:00:00,CISO,California Independent System Operator,Demand,22210.0
2023-02-28 15:00:00,CISO,California Independent System Operator,Demand,23330.0
2023-02-28 16:00:00,CISO,California Independent System Operator,Demand,25450.0
2023-02-28 17:00:00,CISO,California Independent System Operator,Demand,26285.0
2023-02-28 18:00:00,CISO,California Independent System Operator,Demand,26228.0
2023-02-28 19:00:00,CISO,California Independent System Operator,Demand,25488.0
2023-02-28 20:00:00,CISO,California Independent System Operator,Demand,25000.0
2023-02-28 21:00:00,CISO,California Independent System Operator,Demand,24519.0
2023-02-28 22:00:00,CISO,California Independent System Operator,Demand,23562.0
2023-02-28 23:00:00,CISO,California Independent System Operator,Demand,23349.0
2023-03-01 00:00:00,CISO,California Independent System Operator,Demand,23425.0
2023-03-01 01:00:00,CISO,California Independent System Operator,Demand,23891.0
2023-03-01 02:00:00,CISO,California Independent System Operator,Demand,25279.0
2023-03-01 03:00:00,CISO,California Independent System Operator,Demand,27221.0
2023-03-01 04:00:00,CISO,California Independent System Operator,Demand,28559.0
2023-03-01 05:00:00,CISO,California Independent System Operator,Demand,28271.0
2023-03-01 06:00:00,CISO,California Independent System Operator,Demand,27569.0
2023-03-01 07:00:00,CISO,California Independent System Operator,Demand,26551.0
2023-03-01 08:00:00,CISO,California Independent System Operator,Demand,24973.0
2023-03-01 09:00:00,CISO,California Independent System Operator,Demand,23632.0
2023-03-01 10:00:00,CISO,California Independent System Operator,Demand,22699.0
2023-03-01 11:00:00,CISO,California Independent System Operator,Demand,22190.0
2023-03-01 12:00:00,CISO,California Independent System Operator,Demand,21834.0
2023-03-01 13:00:00,CISO,California Independent System Operator,Demand,21775.0
2023-03-01 14:00:00,CISO,California Independent System Operator,Demand,22065.0
2023-03-01 15:00:00,CISO,California Independent System Operator,Demand,23445.0
2023-03-01 16:00:00,CISO,California Independent System Operator,Demand,25741.0
2023-03-01 17:00:00,CISO,California Independent System Operator,Demand,26625.0
2023-03-01 18:00:00,CISO,California Independent System Operator,Demand,25971.0
2023-03-01 19:00:00,CISO,California Independent System Operator,Demand,24510.0
2023-03-01 20:00:00,CISO,California Independent System Operator,Demand,23174.0
2023-03-01 21:00:00,CISO,California Independent System Operator,Demand,22801.0
2023-03-01 22:00:00,CISO,California Independent System Operator,Demand,22314.0
2023-03-01 23:00:00,CISO,California Independent System Operator,Demand,21464.0
2023-03-02 00:00:00,CISO,California Independent System Operator,Demand,21475.0
2023-03-02 01:00:00,CISO,California Independent System Operator,Demand,22242.0
2023-03-02 02:00:00,CISO,California Independent System Operator,Demand,23924.0
2023-03-02 03:00:00,CISO,California Independent System Operator,Demand,26562.0
2023-03-02 04:00:00,CISO,California Independent System Operator,Demand,28627.0
2023-03-02 05:00:00,CISO,California Independent System Operator,Demand,28688.0
2023-03-02 06:00:00,CISO,California Independent System Operator,Demand,28159.0
2023-03-02 07:00:00,CISO,California Independent System Operator,Demand,27430.0
2023-03-02 08:00:00,CISO,California Independent System Operator,Demand,25881.0
2023-03-02 09:00:00,CISO,California Independent System Operator,Demand,24842.0
2023-03-02 10:00:00,CISO,California Independent System Operator,Demand,23927.0
2023-03-02 11:00:00,CISO,California Independent System Operator,Demand,23207.0
2023-03-02 12:00:00,CISO,California Independent System Operator,Demand,22646.0
2023-03-02 13:00:00,CISO,California Independent System Operator,Demand,22585.0
2023-03-02 14:00:00,CISO,California Independent System Operator,Demand,23127.0
2023-03-02 15:00:00,CISO,California Independent System Operator,Demand,24775.0
2023-03-02 16:00:00,CISO,California Independent System Operator,Demand,26858.0
2023-03-02 17:00:00,CISO,California Independent System Operator,Demand,26619.0
2023-03-02 18:00:00,CISO,California Independent System Operator,Demand,24767.0
2023-03-02 19:00:00,CISO,California Independent System Operator,Demand,22696.0
2023-03-02 20:00:00,CISO,California Independent System Operator,Demand,21102.0
2023-03-02 21:00:00,CISO,California Independent System Operator,Demand,20595.0
2023-03-02 22:00:00,CISO,California Independent System Operator,Demand,20292.0
2023-03-02 23:00:00,CISO,California Independent System Operator,Demand,20255.0
2023-03-03 00:00:00,CISO,California Independent System Operator,Demand,19903.0
2023-03-03 01:00:00,CISO,California Independent System Operator,Demand,20607.0
2023-03-03 02:00:00,CISO,California Independent System Operator,Demand,21977.0
2023-03-03 03:00:00,CISO,California Independent System Operator,Demand,24974.0
2023-03-03 04:00:00,CISO,California Independent System Operator,Demand,27169.0
2023-03-03 05:00:00,CISO,California Independent System Operator,Demand,27236.0
2023-03-03 06:00:00,CISO,California Independent System Operator,Demand,26854.0
2023-03-03 07:00:00,CISO,California Independent System Operator,Demand,26226.0
2023-03-03 08:00:00,CISO,California Independent System Operator,Demand,24789.0
2023-03-03 09:00:00,CISO,California Independent System Operator,Demand,23423.0
2023-03-03 10:00:00,CISO,California Independent System Operator,Demand,22711.0
2023-03-03 11:00:00,CISO,California Independent System Operator,Demand,22281.0
2023-03-03 12:00:00,CISO,California Independent System Operator,Demand,22018.0
2023-03-03 13:00:00,CISO,California Independent System Operator,Demand,22024.0
2023-03-03 14:00:00,CISO,California Independent System Operator,Demand,22135.0
2023-03-03 15:00:00,CISO,California Independent System Operator,Demand,23683.0
2023-03-03 16:00:00,CISO,California Independent System Operator,Demand,25652.0
2023-03-03 17:00:00,CISO,California Independent System Operator,Demand,26109.0
2023-03-03 18:00:00,CISO,California Independent System Operator,Demand,24788.0
2023-03-03 19:00:00,CISO,California Independent System Operator,Demand,22560.0
2023-03-03 20:00:00,CISO,California Independent System Operator,Demand,20871.0
2023-03-03 21:00:00,CISO,California Independent System Operator,Demand,19803.0
2023-03-03 22:00:00,CISO,California Independent System Operator,Demand,18882.0
2023-03-03 23:00:00,CISO,California Independent System Operator,Demand,18522.0
2023-03-04 00:00:00,CISO,California Independent System Operator,Demand,19259.0
2023-03-04 01:00:00,CISO,California Independent System Operator,Demand,20325.0
2023-03-04 02:00:00,CISO,California Independent System Operator,Demand,21975.0
2023-03-04 03:00:00,CISO,California Independent System Operator,Demand,24322.0
2023-03-04 04:00:00,CISO,California Independent System Operator,Demand,26166.0
2023-03-04 05:00:00,CISO,California Independent System Operator,Demand,26215.0
2023-03-04 06:00:00,CISO,California Independent System Operator,Demand,25735.0
2023-03-04 07:00:00,CISO,California Independent System Operator,Demand,25224.0
2023-03-04 08:00:00,CISO,California Independent System Operator,Demand,24225.0
2023-03-04 09:00:00,CISO,California Independent System Operator,Demand,23008.0
2023-03-04 10:00:00,CISO,California Independent System Operator,Demand,22338.0
2023-03-04 11:00:00,CISO,California Independent System Operator,Demand,21674.0
2023-03-04 12:00:00,CISO,California Independent System Operator,Demand,21382.0
2023-03-04 13:00:00,CISO,California Independent System Operator,Demand,21106.0
2023-03-04 14:00:00,CISO,California Independent System Operator,Demand,21219.0
2023-03-04 15:00:00,CISO,California Independent System Operator,Demand,21705.0
2023-03-04 16:00:00,CISO,California Independent System Operator,Demand,22390.0
2023-03-04 17:00:00,CISO,California Independent System Operator,Demand,22189.0
2023-03-04 18:00:00,CISO,California Independent System Operator,Demand,22693.0
2023-03-04 19:00:00,CISO,California Independent System Operator,Demand,22055.0
2023-03-04 20:00:00,CISO,California Independent System Operator,Demand,23025.0
2023-03-04 21:00:00,CISO,California Independent System Operator,Demand,23106.0
2023-03-04 22:00:00,CISO,California Independent System Operator,Demand,21708.0
2023-03-04 23:00:00,CISO,California Independent System Operator,Demand,20057.0
2023-03-05 00:00:00,CISO,California Independent System Operator,Demand,18882.0
2023-03-05 01:00:00,CISO,California Independent System Operator,Demand,19148.0
2023-03-05 02:00:00,CISO,California Independent System Operator,Demand,21014.0
2023-03-05 03:00:00,CISO,California Independent System Operator,Demand,23637.0
2023-03-05 04:00:00,CISO,California Independent System Operator,Demand,25596.0
2023-03-05 05:00:00,CISO,California Independent System Operator,Demand,25701.0
2023-03-05 06:00:00,CISO,California Independent System Operator,Demand,25213.0
2023-03-05 07:00:00,CISO,California Independent System Operator,Demand,24687.0
2023-03-05 08:00:00,CISO,California Independent System Operator,Demand,23942.0
2023-03-05 09:00:00,CISO,California Independent System Operator,Demand,22995.0
2023-03-05 10:00:00,CISO,California Independent System Operator,Demand,22333.0
2023-03-05 11:00:00,CISO,California Independent System Operator,Demand,21591.0
2023-03-05 12:00:00,CISO,California Independent System Operator,Demand,21196.0
2023-03-05 13:00:00,CISO,California Independent System Operator,Demand,20897.0
2023-03-05 14:00:00,CISO,California Independent System Operator,Demand,20658.0
2023-03-05 15:00:00,CISO,California Independent System Operator,Demand,20940.0
2023-03-05 16:00:00,CISO,California Independent System Operator,Demand,21234.0
2023-03-05 17:00:00,CISO,California Independent System Operator,Demand,21609.0
2023-03-05 18:00:00,CISO,California Independent System Operator,Demand,20956.0
2023-03-05 19:00:00,CISO,California Independent System Operator,Demand,21204.0
2023-03-05 20:00:00,CISO,California Independent System Operator,Demand,21270.0
2023-03-05 21:00:00,CISO,California Independent System Operator,Demand,20664.0
2023-03-05 22:00:00,CISO,California Independent System Operator,Demand,20231.0
2023-03-05 23:00:00,CISO,California Independent System Operator,Demand,19747.0
2023-03-06 00:00:00,CISO,California Independent System Operator,Demand,19613.0
2023-03-06 01:00:00,CISO,California Independent System Operator,Demand,20592.0
2023-03-06 02:00:00,CISO,California Independent System Operator,Demand,21442.0
2023-03-06 03:00:00,CISO,California Independent System Operator,Demand,23919.0
2023-03-06 04:00:00,CISO,California Independent System Operator,Demand,26002.0
2023-03-06 05:00:00,CISO,California Independent System Operator,Demand,26103.0
2023-03-06 06:00:00,CISO,California Independent System Operator,Demand,25746.0
2023-03-06 07:00:00,CISO,California Independent System Operator,Demand,25032.0
2023-03-06 08:00:00,CISO,California Independent System Operator,Demand,23736.0
2023-03-06 09:00:00,CISO,California Independent System Operator,Demand,22441.0
2023-03-06 10:00:00,CISO,California Independent System Operator,Demand,22295.0
2023-03-06 11:00:00,CISO,California Independent System Operator,Demand,22189.0
2023-03-06 12:00:00,CISO,California Independent System Operator,Demand,21384.0
2023-03-06 13:00:00,CISO,California Independent System Operator,Demand,21096.0
2023-03-06 14:00:00,CISO,California Independent System Operator,Demand,21671.0
2023-03-06 15:00:00,CISO,California Independent System Operator,Demand,23179.0
2023-03-06 16:00:00,CISO,California Independent System Operator,Demand,24952.0
2023-03-06 17:00:00,CISO,California Independent System Operator,Demand,25515.0
2023-03-06 18:00:00,CISO,California Independent System Operator,Demand,24541.0
2023-03-06 19:00:00,CISO,California Independent System Operator,Demand,23855.0
2023-03-06 20:00:00,CISO,California Independent System Operator,Demand,23155.0
2023-03-06 21:00:00,CISO,California Independent System Operator,Demand,22715.0
2023-03-06 22:00:00,CISO,California Independent System Operator,Demand,21828.0
2023-03-06 23:00:00,CISO,California Independent System Operator,Demand,21245.0
2023-03-07 00:00:00,CISO,California Independent System Operator,Demand,21730.0
2023-03-07 01:00:00,CISO,California Independent System Operator,Demand,21962.0
2023-03-07 02:00:00,CISO,California Independent System Operator,Demand,23880.0
2023-03-07 03:00:00,CISO,California Independent System Operator,Demand,25817.0
2023-03-07 04:00:00,CISO,California Independent System Operator,Demand,27634.0
2023-03-07 05:00:00,CISO,California Independent System Operator,Demand,27695.0
2023-03-07 06:00:00,CISO,California Independent System Operator,Demand,27108.0
2023-03-07 07:00:00,CISO,California Independent System Operator,Demand,26412.0
2023-03-07 08:00:00,CISO,California Independent System Operator,Demand,24933.0
2023-03-07 09:00:00,CISO,California Independent System Operator,Demand,23528.0
2023-03-07 10:00:00,CISO,California Independent System Operator,Demand,22501.0
2023-03-07 11:00:00,CISO,California Independent System Operator,Demand,22222.0
2023-03-07 12:00:00,CISO,California Independent System Operator,Demand,21846.0
2023-03-07 13:00:00,CISO,California Independent System Operator,Demand,21546.0
2023-03-07 14:00:00,CISO,California Independent System Operator,Demand,21911.0
2023-03-07 15:00:00,CISO,California Independent System Operator,Demand,23375.0
2023-03-07 16:00:00,CISO,California Independent System Operator,Demand,25390.0
2023-03-07 17:00:00,CISO,California Independent System Operator,Demand,25724.0
2023-03-07 18:00:00,CISO,California Independent System Operator,Demand,24256.0
2023-03-07 19:00:00,CISO,California Independent System Operator,Demand,22241.0
2023-03-07 20:00:00,CISO,California Independent System Operator,Demand,21782.0
2023-03-07 21:00:00,CISO,California Independent System Operator,Demand,20785.0
2023-03-07 22:00:00,CISO,California Independent System Operator,Demand,20785.0
2023-03-07 23:00:00,CISO,California Independent System Operator,Demand,20627.0
2023-03-08 00:00:00,CISO,California Independent System Operator,Demand,20461.0
2023-03-08 01:00:00,CISO,California Independent System Operator,Demand,20927.0
2023-03-08 02:00:00,CISO,California Independent System Operator,Demand,22632.0
2023-03-08 03:00:00,CISO,California Independent System Operator,Demand,25238.0
2023-03-08 04:00:00,CISO,California Independent System Operator,Demand,27275.0
2023-03-08 05:00:00,CISO,California Independent System Operator,Demand,27337.0
2023-03-08 06:00:00,CISO,California Independent System Operator,Demand,26946.0
2023-03-08 07:00:00,CISO,California Independent System Operator,Demand,26240.0
2023-03-08 08:00:00,CISO,California Independent System Operator,Demand,24703.0
2023-03-08 09:00:00,CISO,California Independent System Operator,Demand,23365.0
2023-03-08 10:00:00,CISO,California Independent System Operator,Demand,22699.0
2023-03-08 11:00:00,CISO,California Independent System Operator,Demand,22459.0
2023-03-08 12:00:00,CISO,California Independent System Operator,Demand,22211.0
2023-03-08 13:00:00,CISO,California Independent System Operator,Demand,21804.0
2023-03-08 14:00:00,CISO,California Independent System Operator,Demand,22228.0
2023-03-08 15:00:00,CISO,California Independent System Operator,Demand,23769.0
2023-03-08 16:00:00,CISO,California Independent System Operator,Demand,25640.0
2023-03-08 17:00:00,CISO,California Independent System Operator,Demand,25983.0
2023-03-08 18:00:00,CISO,California Independent System Operator,Demand,25175.0
2023-03-08 19:00:00,CISO,California Independent System Operator,Demand,24052.0
2023-03-08 20:00:00,CISO,California Independent System Operator,Demand,22962.0
2023-03-08 21:00:00,CISO,California Independent System Operator,Demand,21412.0
2023-03-08 22:00:00,CISO,California Independent System Operator,Demand,20702.0
2023-03-08 23:00:00,CISO,California Independent System Operator,Demand,20769.0
2023-03-09 00:00:00,CISO,California Independent System Operator,Demand,20246.0
2023-03-09 01:00:00,CISO,California Independent System Operator,Demand,20806.0
2023-03-09 02:00:00,CISO,California Independent System Operator,Demand,22399.0
2023-03-09 03:00:00,CISO,California Independent System Operator,Demand,25005.0
2023-03-09 04:00:00,CISO,California Independent System Operator,Demand,27220.0
2023-03-09 05:00:00,CISO,California Independent System Operator,Demand,27548.0
2023-03-09 06:00:00,CISO,California Independent System Operator,Demand,27091.0
2023-03-09 07:00:00,CISO,California Independent System Operator,Demand,26352.0
2023-03-09 08:00:00,CISO,California Independent System Operator,Demand,25088.0
2023-03-09 09:00:00,CISO,California Independent System Operator,Demand,23782.0
2023-03-09 10:00:00,CISO,California Independent System Operator,Demand,23200.0
2023-03-09 11:00:00,CISO,California Independent System Operator,Demand,22924.0
2023-03-09 12:00:00,CISO,California Independent System Operator,Demand,22918.0
2023-03-09 13:00:00,CISO,California Independent System Operator,Demand,22604.0
2023-03-09 14:00:00,CISO,California Independent System Operator,Demand,22713.0
2023-03-09 15:00:00,CISO,California Independent System Operator,Demand,24043.0
2023-03-09 16:00:00,CISO,California Independent System Operator,Demand,25861.0
2023-03-09 17:00:00,CISO,California Independent System Operator,Demand,25985.0
2023-03-09 18:00:00,CISO,California Independent System Operator,Demand,25211.0
2023-03-09 19:00:00,CISO,California Independent System Operator,Demand,23927.0
2023-03-09 20:00:00,CISO,California Independent System Operator,Demand,23630.0
2023-03-09 21:00:00,CISO,California Independent System Operator,Demand,23418.0
2023-03-09 22:00:00,CISO,California Independent System Operator,Demand,23506.0
2023-03-09 23:00:00,CISO,California Independent System Operator,Demand,23892.0
2023-03-10 00:00:00,CISO,California Independent System Operator,Demand,23959.0
2023-03-10 01:00:00,CISO,California Independent System Operator,Demand,24593.0
2023-03-10 02:00:00,CISO,California Independent System Operator,Demand,25528.0
2023-03-10 03:00:00,CISO,California Independent System Operator,Demand,27329.0
2023-03-10 04:00:00,CISO,California Independent System Operator,Demand,28304.0
2023-03-10 05:00:00,CISO,California Independent System Operator,Demand,27881.0
2023-03-10 06:00:00,CISO,California Independent System Operator,Demand,27248.0
2023-03-10 07:00:00,CISO,California Independent System Operator,Demand,26433.0
2023-03-10 08:00:00,CISO,California Independent System Operator,Demand,25030.0
2023-03-10 09:00:00,CISO,California Independent System Operator,Demand,23503.0
2023-03-10 10:00:00,CISO,California Independent System Operator,Demand,22835.0
2023-03-10 11:00:00,CISO,California Independent System Operator,Demand,22460.0
2023-03-10 12:00:00,CISO,California Independent System Operator,Demand,21804.0
2023-03-10 13:00:00,CISO,California Independent System Operator,Demand,21446.0
2023-03-10 14:00:00,CISO,California Independent System Operator,Demand,21284.0
2023-03-10 15:00:00,CISO,California Independent System Operator,Demand,22427.0
2023-03-10 16:00:00,CISO,California Independent System Operator,Demand,24136.0
2023-03-10 17:00:00,CISO,California Independent System Operator,Demand,25491.0
2023-03-10 18:00:00,CISO,California Independent System Operator,Demand,25907.0
2023-03-10 19:00:00,CISO,California Independent System Operator,Demand,25973.0
2023-03-10 20:00:00,CISO,California Independent System Operator,Demand,26217.0
2023-03-10 21:00:00,CISO,California Independent System Operator,Demand,26457.0
2023-03-10 22:00:00,CISO,California Independent System Operator,Demand,25912.0
2023-03-10 23:00:00,CISO,California Independent System Operator,Demand,25103.0
2023-03-11 00:00:00,CISO,California Independent System Operator,Demand,24981.0
2023-03-11 01:00:00,CISO,California Independent System Operator,Demand,25114.0
2023-03-11 02:00:00,CISO,California Independent System Operator,Demand,25355.0
2023-03-11 03:00:00,CISO,California Independent System Operator,Demand,26498.0
2023-03-11 04:00:00,CISO,California Independent System Operator,Demand,27301.0
2023-03-11 05:00:00,CISO,California Independent System Operator,Demand,26974.0
2023-03-11 06:00:00,CISO,California Independent System Operator,Demand,26333.0
2023-03-11 07:00:00,CISO,California Independent System Operator,Demand,25590.0
2023-03-11 08:00:00,CISO,California Independent System Operator,Demand,24330.0
2023-03-11 09:00:00,CISO,California Independent System Operator,Demand,23210.0
2023-03-11 10:00:00,CISO,California Independent System Operator,Demand,22490.0
2023-03-11 11:00:00,CISO,California Independent System Operator,Demand,21693.0
2023-03-11 12:00:00,CISO,California Independent System Operator,Demand,21159.0
2023-03-11 13:00:00,CISO,California Independent System Operator,Demand,20839.0
2023-03-11 14:00:00,CISO,California Independent System Operator,Demand,20821.0
2023-03-11 15:00:00,CISO,California Independent System Operator,Demand,21215.0
2023-03-11 16:00:00,CISO,California Independent System Operator,Demand,21538.0
2023-03-11 17:00:00,CISO,California Independent System Operator,Demand,22171.0
2023-03-11 18:00:00,CISO,California Independent System Operator,Demand,23008.0
2023-03-11 19:00:00,CISO,California Independent System Operator,Demand,23042.0
2023-03-11 20:00:00,CISO,California Independent System Operator,Demand,23633.0
2023-03-11 21:00:00,CISO,California Independent System Operator,Demand,22891.0
2023-03-11 22:00:00,CISO,California Independent System Operator,Demand,22569.0
2023-03-11 23:00:00,CISO,California Independent System Operator,Demand,22228.0
2023-03-12 00:00:00,CISO,California Independent System Operator,Demand,21798.0
2023-03-12 01:00:00,CISO,California Independent System Operator,Demand,22315.0
2023-03-12 02:00:00,CISO,California Independent System Operator,Demand,23064.0
2023-03-12 03:00:00,CISO,California Independent System Operator,Demand,24450.0
2023-03-12 04:00:00,CISO,California Independent System Operator,Demand,25878.0
2023-03-12 05:00:00,CISO,California Independent System Operator,Demand,25573.0
2023-03-12 06:00:00,CISO,California Independent System Operator,Demand,25041.0
2023-03-12 07:00:00,CISO,California Independent System Operator,Demand,24410.0
2023-03-12 08:00:00,CISO,California Independent System Operator,Demand,23455.0
2023-03-12 09:00:00,CISO,California Independent System Operator,Demand,22726.0
2023-03-12 10:00:00,CISO,California Independent System Operator,Demand,21954.0
2023-03-12 11:00:00,CISO,California Independent System Operator,Demand,21415.0
2023-03-12 12:00:00,CISO,California Independent System Operator,Demand,20912.0
2023-03-12 13:00:00,CISO,California Independent System Operator,Demand,21003.0
2023-03-12 14:00:00,CISO,California Independent System Operator,Demand,21068.0
2023-03-12 15:00:00,CISO,California Independent System Operator,Demand,21224.0
2023-03-12 16:00:00,CISO,California Independent System Operator,Demand,21555.0
2023-03-12 17:00:00,CISO,California Independent System Operator,Demand,22059.0
2023-03-12 18:00:00,CISO,California Independent System Operator,Demand,21599.0
2023-03-12 19:00:00,CISO,California Independent System Operator,Demand,21003.0
2023-03-12 20:00:00,CISO,California Independent System Operator,Demand,21208.0
2023-03-12 21:00:00,CISO,California Independent System Operator,Demand,20727.0
2023-03-12 22:00:00,CISO,California Independent System Operator,Demand,20403.0
2023-03-12 23:00:00,CISO,California Independent System Operator,Demand,19725.0
2023-03-13 00:00:00,CISO,California Independent System Operator,Demand,19722.0
2023-03-13 01:00:00,CISO,California Independent System Operator,Demand,20442.0
2023-03-13 02:00:00,CISO,California Independent System Operator,Demand,22155.0
2023-03-13 03:00:00,CISO,California Independent System Operator,Demand,23977.0
2023-03-13 04:00:00,CISO,California Independent System Operator,Demand,25534.0
2023-03-13 05:00:00,CISO,California Independent System Operator,Demand,25354.0
2023-03-13 06:00:00,CISO,California Independent System Operator,Demand,24801.0
2023-03-13 07:00:00,CISO,California Independent System Operator,Demand,23571.0
2023-03-13 08:00:00,CISO,California Independent System Operator,Demand,22599.0
2023-03-13 09:00:00,CISO,California Independent System Operator,Demand,21870.0
2023-03-13 10:00:00,CISO,California Independent System Operator,Demand,21361.0
2023-03-13 11:00:00,CISO,California Independent System Operator,Demand,21342.0
